Name,Keywords,Result
AI for Scientific Research,"scientific research, ai","['What is Scientific Research and How Can it be Done? - PMC', 'Scientific Research Publishing', 'Scientific Research Corporation', 'Scientific Reports', 'What is Research? - College of Science', 'Scientific Papers | Learn Science at Scitable', 'Scientific Research Definition', 'Classifications & Purpose', 'ScienceDaily: Your source for the latest research news', 'ScienceDirect.com | Science']"
Fintech Startups in Emerging Markets,"fintech startups, emerging markets","['116 Top Fintech Companies & Startups To Know In 2024', 'Top 10 Fintech Companies Of May 2024', '76 Top Fintech Companies & Startups (2024)', '78 Fintech Companies in NYC Shaking Up Finance', 'Top San Francisco Bay Area', 'CA Fintech Companies 2024', 'Top Fintech Companies 2024', 'Financial Technology and Services Startups funded by ...', 'The 50 Hottest Fintech Startups', 'Emerging Market Economy Definition']"
Fundamentos Empresariales,fundamentos empresariales,"['Fundamentos Empresariales Specialization', 'Fundamentos empresariales', 'ï¿½ï¿½Cuï¿½ï¿½les son los fundamentos del desarrollo empresarial?', 'Best Fundamentos Empresariales Courses & Certifications ...', 'Fundamentos empresariales', 'Fundamentos de la empresa: Desarrollar una estrategia ...', 'Fundamentos empresariales: 9788473568692: Rico ...', 'Los mejores cursos de Fundamentos empresariales en lï¿½ï¿½nea', 'Fundamentos Empresariales', 'Fundamentos Empresariales from University of ']"
Frontend Development using React,frontend development using react,"['Frontend Development using React Course by Board Infinity', 'Developing Front-End Apps with React Course by IBM', 'Create a Front-End App with React', 'Complete Guide on Front End Web Development with React', 'React Frontend Development : A Guide | by Darshana Mallick', 'React JS- Complete Guide for Frontend Web Development ...', 'React', 'React for Front-End Development ï¿½ï¿½ï¿½ Features & Benefits ...', 'Using React for Front-End Development: A Full Guide | ']"
Real-World Cloud Product Management,"world cloud product management, real","['Real-World Cloud Product Management Specialization', 'Real-World Cloud Product Management Specialization', 'Real-World Product Management Specialization', 'Real-World Cloud Product Management Specialization', 'Real-World Cloud Product Management | GoLearning by Etisalat by ...', 'Free Course: Real-World Cloud PM 1 of 3: Cloud Business ...', 'How become a cloud product manager? | by Amir Pazhooh', 'Real-World Cloud Product Management', 'Empowering women in product management to build cloud ...', 'Real Definition & Meaning']"
Marketing con Redes Sociales,marketing con redes sociales,"['Cï¿½ï¿½mo hacer buen marketing en redes sociales', 'Crea tu estrategia de marketing en redes sociales [Plantilla ...', 'Introducciï¿½ï¿½n al marketing en redes sociales', 'ï¿½ï¿½Quï¿½ï¿½ es el marketing en las redes sociales? [3 TIPOS]', 'Los 5 pilares del marketing en redes sociales', 'Marketing en redes sociales', 'Cï¿½ï¿½mo crear una estrategia de redes sociales (plantilla ...', 'Marketing con Redes Soc']"
Data Mining Foundations and Practice,"data mining foundations, practice","['Data Mining Foundations and Practice Specialization', 'Foundations of Data Mining', 'What is the theoretical foundations of Data Mining?', 'Data Mining Foundations and Practice', 'Data Mining: Foundations and Practice (Studies in ...', 'Foundations and Advances in Data Mining / Edition 1', 'Data Science Foundations: Data Mining', 'Data Mining: Foundations and Intelligent Paradigms ...', 'Data Mining: Foundations and Practice', 'Statistical Data Analytics: Foundations for Data Mining ...']"
Active Learning in STEM with PhET Interactive Simulations,"phet interactive simulations, active learning, stem","['PhET: Free online physics', 'chemistry', 'biology', 'earth science ...', 'PhET Interactive Simulations | Center for STEM Learning', 'PhET Interactive Simulations Review for Teachers', 'PhET Interactive Simulations', 'PhET Interactive Simulations: Transformative Tools for ...', 'PhET Interactive Simulations', 'University of Colorado Boulder']"
Splunk Knowledge Manager,splunk knowledge manager,"['Splexicon:Knowledgemanager', 'Manage Splunk Enterprise knowledge', 'Splunk Knowledge Manager Specialization', 'What is Splunk knowledge?', 'Why manage Splunk knowledge?', 'Prerequisites for knowledge management', 'Online Course: Splunk Knowledge Manager from Splunk', 'Apply for Splunk Knowledge Manager Jobs Today', 'Splunk Knowledge Manager 102', 'Knowledge Managers and Dashboards in Splunk']"
Principles of Leadership: Leading Oneself,"leading oneself, principles, leadership","['Leading Yourself First | Lead Read Today', 'Why Leading Yourself is the Most Important Aspect of ...', 'How to Master the Art of Leading Yourself', 'The Art of Leading Yourself', 'To be a great leader', 'you need to start by leading yourself |', 'What is Self-Leadership?', ""Leading Yourself (And Why It's Absolutely Necessary)"", 'The importance of leading oneself for effective leadership ...', 'What is Leading Self and Leading Others?']"
ELL Success in the Content Classroom: Teacher Toolbox Series,"teacher toolbox series, ell success, content classroom","['Teacher Toolbox Series 1: Advancing Onward', ""The Science Teacher's Toolbox: Hundreds of Practical ..."", 'Teacher Toolbox ï¿½ï¿½ï¿½ Digital Instructional Resources I i-Ready', ""The Science Teacher's Toolbox: Hundreds of Practical ..."", 'Teacher Toolbox Series 2: Immersion 101', ""The Social Studies Teacher's Toolbox: Hundreds of ..."", ""The ELL Teacher's Toolbox: Hundreds of Practical Ideas to ..."", 'The Teacher Toolkit: Home', 'Teacher Toolbox Series ï¿½ï¿½ï¿½ Leadership During Trying Times', 'About the Book Series - Building Your Teaching Toolbox']"
Empresas Familiares,empresas familiares,"['ýýQuýý son las empresas familiares? Concepto y ejemplos', 'Empresa Familiar - Concepto', 'ventajas', 'desventajas y ...', 'Empresas familiares que evolucionan y trascienden', 'Todo lo que debes saber sobre el emprendimiento familiar', 'La empresa familiar: caracterýýsticas y retos a los que se ...', 'Empresa familiar - Wikipedia', 'la enciclopedia libre', 'Empresas Familiares en Mýýxico:']"
Powering your Home Projects with Raspberry Pi,"raspberry pi, home projects, powering","['Raspberry Pi', 'Teach', 'learn', 'and make with the Raspberry Pi Foundation', 'Raspberry Pi', 'What is a Raspberry Pi?', 'Raspberry Pi', 'Projects | Computer coding for kids and teens | Raspberry Pi', 'Raspberry Pi Products Category on Adafruit Industries', 'DIY Projects and Ideas']"
Managing Google Cloud's Apigee API Platform for Hybrid Cloud,"apigee api platform, managing google cloud, hybrid cloud","['Apigee API Management - Google Cloud', 'Apigee Docs: Apigee Edge', 'What is Apigee Edge?', 'APIGEE ï¿½ï¿½ï¿½ An API Management Service on Google Cloud', 'Apigee API ï¿½ï¿½ï¿½ Marketplace', 'Apigee API Platform Learning Guide', 'Google Cloud management tools', 'What is Cloud Management? Features & Benefits', 'Google Cloud Platform', 'Turn Google Cloud on or off for users']"
Data Science Fundamentals,data science fundamentals,"['Data Science Fundamentals', 'Data Science Fundamentals Specialization', 'Data Science Fundamentals', 'Data Science Fundamentals Certificate', 'Data Science Fundamentals with Python and SQL ...', 'Data Science Fundamentals - Programs', 'The Fundamentals of Data Science: A Guide for Beginners', 'Data Science Foundations', 'Data Science Fundamentals Course', 'Basics of Data Science for Beginners| Data Science ...']"
Modern Big Data Analysis with SQL,"modern big data analysis, sql","['Modern Big Data Analysis with SQL Specialization', 'Big Data Analytics: The Digital Impact on Modern Technology', '7 best big data analytics tools to use in 2024', 'The Role of Big Data in Modern Business', 'Top 8 Big Data Platforms and Tools in 2024', 'Big Data Defined: Examples and Benefits', 'Quizzes & Assignment Solutions for Modern Big Data ...', 'Big Data Analytics: What It Is & How It Works', 'What is Big Data Analytics | Types of Big Data and Tools', 'Big Data Analytics: What it is and why it matters']"
Addressing Racial Health Inequity in Healthcare,"addressing racial health inequity, healthcare","['Disparities in Health and Health Care: 5 Key Questions ...', 'Reducing Racial Inequities in Health: Using What We Already ...', 'Addressing Racial Health Inequity in Healthcare', 'Racism and Health | Minority Health | CDC', 'Addressing Racial Health Inequity in Healthcare ...', 'Reducing disparities in health care', 'Addressing racial and ethnic inequity in health-care', 'a ...', 'Health Equity in Healthy People 2030', 'HealthCare.gov: Still need health insurance?']"
Development of Secure Embedded Systems,"secure embedded systems, development","['Secure Embedded Systems', 'Embedded Systems Security | Ultimate Guides', 'What Is Embedded Systems Security?', 'Best practices for secure embedded systems', 'How to Secure Embedded Systems: A Comprehensive Guide', 'Embedded Systems Security : r/embedded', 'Key Strategies for Embedded Systems Security', 'What are some examples of Embedded Systems Security?', 'What is embedded system security? | Definition from ...', 'Development Definition & Meaning']"
Exam Prep AZ-500:Microsoft Azure Security Engineer Associate,"microsoft azure security engineer associate, exam prep az, 500","['Microsoft Certified: Azure Security Engineer Associate', 'Microsoft Azure Security Engineer Associate (AZ-500) ...', 'Security engineer - Training', 'Microsoft Certified: Azure Security Engineer Associate', 'Microsoft AZ-500 Azure Security Engineer Associate | 2023', 'AZ-500 Exam Preparation: Microsoft Azure Security ...', 'Microsoft Certified: Azure Security Engineer Associate', 'AZ-500 - Microsoft Certified: Azure Security Engineer ...', 'Microsoft Certified: Cybersecurity Architect Expert', 'Arizona Real Estate Exam Prep Solution - Salesperson']"
Advanced Django: Mastering Django and Django Rest Framework,"django rest framework, mastering django, advanced django","['Django REST framework: Home', 'encode/django-rest-framework: Web APIs for Django.', 'Django REST Framework Basics', 'How to create a REST API with Django REST framework', ""Newest 'django-rest-framework' Questions"", 'The Power of Django Rest Framework: Streamline Your ...', 'Mastering Django: Home', 'Mastering Django: George', 'Nigel', 'Mastering Django Now: A Comprehensive Guide from ...']"
Python Data Products for Predictive Analytics,"python data products, predictive analytics","['Python Data Products for Predictive Analytics Specialization', 'Python Data Products for Predictive Analytics', 'Top 26 Python Libraries for Data Science in 2024', '20 Python Projects for Data Science in 2024', 'Python for Data Analysis : r/learnpython', 'Design Thinking and Predictive Analytics for Data Products', 'Applied Text Analysis with Python: Enabling Language ...', 'Data as a product vs data products. What are the differences?', 'Data Products', 'Data Analytics With Python: Use Case Demo']"
